text,label,,Person 1,Person 2,tally ,
വീഡിയോ ദൈർഘ്യം ശരിയായി.,neutral,,1,1,1,
പാട്ടിന്റെ ലയവും വരികളും തമ്മിൽ പൊരുത്തമില്ല.,negative,,0,0,0,
പാചക നിരീക്ഷണം വ്യക്തമായില്ല.,negative,,0,0,0,
സമകാലിക മലയാളം കുറഞ്ഞതാണ്.,negative,,0,0,0,
കാലാവസ്ഥ അറിയാമെന്നു വിശ്വസിക്കുന്നു.,positve ,,1,1,2,
ആരോഗ്യം ഉപേക്ഷിക്കരുത്.,positive,,1,2,2,
ചിലർ സാമൂഹ്യ സജീവതയിൽ കൂടുതലായി നിറയുന്നു.,neutral,,1,1,1,
എന്തുകൊണ്ടും കണ്ടുമുട്ടികൂടിയവ.,positive,,2,1,2,
കാലാവസ്ഥാ പ്രതിരോധ പദ്ധതികൾ,neutral,,1,1,1,
പാട്ടിന്റെ ഗതികൾ മിതമാണ്.,neutral,,1,1,1,
നിങ്ങളുടെ കാഴ്ചപ്പാടിന് അഭിനന്ദനങ്ങള്‍.,neutral,,2,2,1,
വിജ്ഞാന പരിപാലനത്തിനുള്ള വിജ്ഞാനം.,positive,,1,1,2,
സ്വപ്നസഞ്ചാരത്തിനുള്ള മികച്ച ലക്ഷ്യങ്ങൾ,positive,,2,2,2,
പാട്ടിന്റെ ഭാഗങ്ങൾ ഹൃദയസ്പർശമാണ്.,neutral,,2,2,1,
"""തികച്ചും മൂല്യരഹിതമായ ഒരു വിജ്ഞാനം""",negative,,0,0,0,
സൂക്ഷ്മമായ കാലാവസ്ഥ ഉപദേശങ്ങൾ.,positve ,,2,2,2,
കനത്ത മഴക്ക് വേണ്ട മുൻകരുതലുകൾ ഇല്ല.,negative,,0,0,0,
കാലാവസ്ഥയുടെ സാമൂഹ്യമായം,negative,,1,1,0,
വളരെ നല്ല മാർഗ്ഗനിർദ്ദേശം.,positive,,2,2,2,
"""സോഫ്റ്റ്‌വേർ ഉപയോഗം വിപണിയിൽ വളർന്നുയരും.""",neutral,,1,1,1,
ഡോലയുടെ സ്വഭാവം മനോഹരം.,positive,,2,2,2,
"ഓൺലൈൻ റിവ്യൂസ് തെറ്റായി എഴുതപ്പെട്ടു.,",negative,,0,0,0,
കാലാവസ്ഥയുടെ ഗതിവൈകാരോസ്,neutral,,1,1,1,
സമ്പന്നമായ പാരമ്പര്യം നിലനിർത്തുന്നു.,positive,,2,2,2,
സൗഖ്യപ്രദമായ പാചകം.,neutral,,2,1,1,
പാട്ടിൽ കേൾക്കാവുന്ന അടുക്കള ഉള്ളടക്കം.,neutral,,1,2,1,
വേഗം അപ്ഡേറ്റ് ചെയ്യുന്ന ഏറ്റവും മികച്ച ചാനൽ.,positive,,2,1,2,
കാലാവസ്ഥാ മാറ്റങ്ങളുടെ പഠനം തുടർന്നിരിക്കുന്നു.,neutral,,1,0,1,
പാചക ടിപുകൾ വളരെയധികം സങ്കീർണ്ണമാണ്.,negative,,0,2,0,
പാട്ടിന്റെ ദൃശ്യങ്ങൾ ഹൃദയസ്പർശം.,neutral,,2,2,1,
പഠനത്തിൽ കൂടുതൽ ആത്മവിശ്വാസം.,positive,,2,1,2,
ഫിറ്റ്‌നസ്സ് നിലനിർത്താൻ ടിപ്‌സുകൾ വരുന്നു.,positive,,1,1,2,
സന്ധ്യാ കാലത്തെ വാനിലേക്കുള്ള അവലോകനം.,neutral,,1,2,1,
വീഡിയോ കാണുവാന്‍ ഇരച്ചു നഴുകുന്നു.,negative,,0,2,0,
ഈ വീഡിയൊ അത്യന്തം പ്രചോദനമായിരിക്കുന്നു.,positive,,2,1,2,
കാലാവസ്ഥ ഉദ്യോഗസ്ഥർ,negative,,1,2,0,
പൊതു പ്രേക്ഷകര്ക്ക് ഉപകാരപ്രദം.,neutral,,2,1,1,
കാലാവസ്ഥാ വിവരങ്ങളുടെ ശാസ്ത്രീയ തത്വങ്ങൾ,neutral,,1,1,1,
പാട്ടിൽ നിറഞ്ഞ പ്രണയം കാണാം.,positive,,2,2,2,
ഇങ്ങനെ മനോഹരമായ സ്പീച്ച് കേള്‍ക്കാന്‍ സന്തോഷം.,positive,,2,2,2,
പാട്ടിന് ശേഷം മനസ്സ് ശാന്തം.,positive,,2,2,2,
പാട്ട് മികച്ച രീതിയിൽ നടന്നു.,neutral,,2,2,1,
മഴ പെയ്യാതെ മഴക്ക് പേടികുന്നു.,negative,,0,0,0,
"""വിജയത്തിന്റെ രഹസ്യങ്ങൾ മനസ്സിലാക്കാൻ സഹായിച്ചിട്ടുണ്ട്""",positive,,2,2,2,
സാധാരണ അനുഭവങ്ങൾ.,neutral,,1,1,1,
കാലാവസ്ഥാ റിപ്പോർട്ട് പ്രാധാന്യം,neutral,,1,1,1,
ഷരീര സംരക്ഷണം പ്രധാനമാണ്.,negative,,1,2,0,
പാട്ടിന്റെ ശബ്ദം മിതമാണ്.,neutral,,1,1,1,
മൃദുവായ ഗാനമായിട്ടാണ് ഞാൻ കരുതുന്നത്.,positive,,2,2,2,
നമ്മളുടെ പ്രാദേശിക കാലാവസ്ഥ യാഥാർത്ഥ്യമാണ്.,neutral,,1,1,1,
വീഡിയോ കാണുമ്പോള്‍ ഒരുപാട് പാഠം.,positive,,2,2,2,
""" ഉപകാരപ്രദം """,positive,,2,2,2,
ജീവിത ശൈലിയിലെ മാറ്റം.,neutral,,1,1,1,
മനസ്സിൽ വിശ്വാസം ഉണ്ടെങ്കിൽ ഫലങ്ങൾ അതും കൂടുതൽ.,positive,,2,2,2,
"""തിരിച്ചു കൂടെ വരരുത്""",negative,,0,0,0,
"പാട്ടിന്റെ വരികൾ മാന്യമാണെങ്കിലും ഏർപ്പെടും.,",neutral,,1,1,1,
ഗായകന്റെ ശബ്ദത്തിൽ മനോഹരമായ ദൃശ്യങ്ങൾ പ്രത്യക്ഷപ്പെടുന്നു.,positive,,2,2,2,
ഓരോ ദിവസം പുതിയ വെല്ലുവിളി.,positive,,1,1,2,
"""മല്ലു യൂട്യൂബിൽ നല്ല ആർട്ടിസ്റ്റ് ദുർബലമാണ്""",negative,,0,0,0,
നല്ല അഡ്വാസ്സ്.,positive,,2,2,2,
കലയുടെ ഉജ്ജ്വലദീപം പോലെ.,positive,,2,2,2,
"""എന്ത് കളി കേട്ടു""",negative,,0,1,0,
പാട്ടിൻറെ വരികൾക്ക് പ്രണയം നിറഞ്ഞിരിക്കുന്നു.,positive,,2,2,2,
പാട്ടിന്റെ ലയവും താളവും ശരാശരി.,neutral,,1,1,1,
നാട്ടിൻപുറത്തെ നാടൻ കലകൾ വളരാളം വിലമതിക്കുന്നതാണ്.,positive,,2,2,2,
കാലാവസ്ഥയ്ക്ക് അമേരിക്കയിലെ പങ്ക്.,neutral,,1,1,1,
നല്ല ഫീൽിംഗ്സ്.,positive,,2,2,2,
ടൈം-സേബറും ഫലപ്രാപ്തിയും.,positive,,2,2,2,
മഴവെള്ളം കയറ്റം കൊണ്ട് ആശങ്ക.,negative,,0,0,0,
ഭക്ഷണക്രമം കൂടി മാറ്റം വരുത്തണം.,negative,,1,1,0,
കാലാവസ്ഥ വിജ്ഞാന സാധ്യതകൾ,neutral,,1,1,1,
പാട്ടിന്റെ ഗുണമേന്മ ശരാശരിയാണ്.,neutral,,1,1,1,
"ക്യാമറയ്ക്ക് നല്ല മികവ്.,",positive,,2,2,2,
വ്യായാമത്തിന് മുൻഗണന.,neutral,,1,2,1,
കഴിഞ്ഞ പാചകങ്ങൾ ഇതില്‍ നിന്നും കൂടുതലായിരുന്നു.,negative,,1,0,0,
രോഗ പ്രതിരോധ ശേഷി വർദ്ധിപ്പിക്കും.,negative,,2,2,0,
ഫിറ്റ്നസ് മാർഗ്ഗനിർദ്ദേശങ്ങൾ കൃത്യമാണെന്ന് തോന്നുന്നു.,neutral,,2,2,1,
മഴ പ്രോത്സാഹിപ്പിക്കുന്നതാണ് ഏറ്റവും നല്ലത്.,positve ,,1,2,2,
കാലാവസ്ഥ ഇവിടെയാണെന്ന് അറിയാം.,neutral,,1,1,1,
പാട്ട് കേൾക്കാനാവശ്യമായ സമയം കുറഞ്ഞു.,neutral,,1,1,1,
ആശയങ്ങൾ പലപ്പോഴും വികസിക്കുന്നു.,neutral,,1,2,2,
മനോഹരമായ അവതരണം,positive,,2,2,2,
ഇതുകൊണ്ട് അടിയന്തിരം അറിയാൻ സാധിച്ചു,positive,,1,2,2,
പൈതൃക കലയുടെ വ്യത്യസ്തതയും സന്ദേശവും.,positive,,1,2,2,
വാർത്ത വിശദമായി എടുത്തിട്ടുണ്ട്,positive,,1,1,2,
"""യൂട്യൂബ് കാണേണ്ട""",negative,,0,0,0,
കാലാവസ്ഥ അതിവിശ്വാസം,positive,,0,0,2,
"""നല്ല പ്രോത്സാഹനം; കേരളത്തിലെ യുവാക്കൾക്ക് സഹായകരം""",positive,,2,2,2,
കാലാവസ്ഥാ അപകടങ്ങൾക്കുള്ള മുൻകരുതലുകൾ,negative,,1,1,0,
കാലാവസ്ഥ ചിത്രീകരണം,negative,,1,1,0,
കാലാവസ്ഥ വായ്പ്പുകൾ ചെറുതല്ല.,neutral,,1,1,1,
പാചക പഠനത്തിന് സഹായമാണ്.,neutral,,2,2,1,
കാലാവസ്ഥ വിവരങ്ങൾ,neutral,,1,1,0,
"ഹൃദ്യമായ ഗാനങ്ങൾ.,",positive,,2,2,2,
പാട്ട് കേൾക്കാനാവുന്നില്ല.,negative,,0,0,0,
വാർത്തകൾ സാധാരണ നിലയിൽ.,neutral,,1,1,1,
പാട്ടിന്റെ കേന്ദ്രഭാഗം ദുർബലമാണ്.,negative,,0,0,0,
കാലാവസ്ഥ പുനഃസംഘടന,neutral,,1,1,1,
മഴ തുടക്കത്തിൽ സന്തോഷം.,positve ,,2,2,2,
കാലാവസ്ഥാ മാനദണ്ഡം,neutral,,1,1,1,
പാട്ടിന്റെ രചന ലളിതമാണ്.,neutral,,1,1,1,
ഗായകന്റെ കരുത്തും ശബ്ദവും ശ്രോതാക്കളെ അതുല്യതയിൽ എത്തിക്കുന്നു.,positive,,2,2,2,
വാർത്തകൾ ജനങ്ങളെ തെറ്റിദ്ധരിക്കുന്നു,negative,,0,0,0,
പാടൽ മനോഹരമായ ആസ്വാദനമാണ്.,positive,,2,2,2,
പാട്ട് ഹൃദയതുണ്ടാക്കുന്നില്ല.,neutral,,1,0,1,
കാലാവസ്ഥ വാർത്തകൾ ഉപേക്ഷിക്കാം.,negative,,0,0,0,
വാർത്തകൾ കൂട്ടായ്മയില്ല,negative,,0,0,0,
വീഡിയോ എല്ലാവർക്കും ഉപകാരപ്പെടുന്നു.,positive,,2,2,2,
വാർത്തകളിൽ വ്യക്തതയും കൃത്യതയും ഇല്ല,negative,,0,0,0,
കാലാവസ്ഥ സാധ്യതകൾ,neutral,,1,1,1,
വ്യായാമം മനസ്സും ശരീരവും കൂട്ടിയിടിക്കുന്നു.,positive,,2,2,2,
ടൂറിസം പങ്കാളിത്തത്തിനുള്ള ക്രമീകരണം കുറവാണ്,negative,,0,0,0,
വായനക്ക് പ്രോത്സാഹനം നൽകുന്ന ചാനൽ.,negative,,2,2,0,
കാലാവസ്ഥയിൽ കടന്നുവരുന്നു മാറ്റങ്ങൾ.,neutral,,1,1,1,
കാലാവസ്ഥ മാന്ദ്യമെന്ന ആശയം,neutral,,1,1,1,
സംഭവങ്ങളുടെ കാലക്രമം വ്യക്തമാക്കുക,neutral,,1,1,1,
കാലാവസ്ഥ പ്രതിരോധ ശാസ്ത്രം,neutral,,1,1,1,
കാലാവസ്ഥ പുതുമേളത്തിൽ വിവരിക്കുന്നു.,positve ,,2,2,2,
പാചകത്തിൽ പ്രോത്സാഹനം കുറവാണ്.,negative,,0,0,0,
കനത്ത മഴ നല്ല തരത്തിലുള്ളതാണ്.,positve ,,2,2,2,
പാട്ടിന്റെ സ്വരം ശരാശരിയാണ്.,neutral,,1,1,1,
വ്യായാമത്തിന് വേണ്ട സമയം കണ്ടെത്തുക.,neutral,,1,2,1,
വർത്തമാനങ്ങൾ ശരിയാണു.,positive,,2,2,2,
കാലാവസ്ഥ വിവരങ്ങൾ സമർപ്പിക്കൽ,neutral,,1,1,1,
പാട്ടിന്റെ പ്രോഗ്രഷൻ ശരാശരിയാണ്.,neutral,,1,1,1,
"ഈ വീഡിയോ അത്യന്തം മനോഹരം, കണ്ണുകളിൽ ഇളം വിരൽ.",positive,,2,2,2,
സംസ്‌കാരത്തിന്റെ വിസ്തൃതി.,positive,,1,1,2,
ചില വിഷയം വളരെ മനോഹരമായി,positive,,2,2,2,
ഹൃദയം രുചികരം അല്ല.,negative,,0,0,0,
പാട്ടിന്റെ പ്രേക്ഷകർക്ക് സാധാരണ സ്വീകാര്യമാണ്.,neutral,,1,2,1,
വാർത്ത പബ്ലിസിറ്റി മാത്രമാണ്,negative,,0,0,0,
കാലാവസ്ഥ അറിയാനുള്ള ശ്രമങ്ങൾ,neutral,,1,1,1,
ജീവിക്കാൻ വേണ്ട പ്രധാന കാര്യങ്ങൾ.,neutral,,1,1,1,
വ്യായാമം ജീവിതം മാറ്റുന്നു.,positive,,2,2,2,
